gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,NumServices,AutoPaymentFlag,PremiumCustomerFlag,TotalCharges_log,CustomerLifetimeCategory_Loyal,CustomerLifetimeCategory_Medium,CustomerLifetimeCategory_New,MonthlyChargeCategory_High,MonthlyChargeCategory_Low,MonthlyChargeCategory_Medium,TenureGroup_Growing Customer,TenureGroup_Long-term Customer,TenureGroup_New Customer,TenureGroup_Premium Customer,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes
0,0,0,0,0.4861111111111111,1,0,0,-1.451137391063991,0.08532148120854828,0,21.17142857142857,1,0,0,6.60934924316738,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,0.7777777777777777,1,2,0,1.329048990213933,0.672594648120855,0,104.30982142857144,6,0,1,8.672888392142482,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,1,0,0.5833333333333333,1,2,1,1.3755793062185846,0.5196089719970524,1,107.4452380952381,6,1,1,8.414872495266398,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,1,1,1,0.9027777777777777,1,2,1,0.6975661301508063,0.6549891764922624,0,87.51461538461538,4,0,1,8.646368861639983,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,1,0.027777777777777776,1,0,0,-1.477726143066649,0.0036730840088430366,0,15.95,1,0,0,3.493472657771326,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,1,0,0.9027777777777777,1,2,1,1.1961052302006432,0.7685438927781872,0,102.68692307692307,5,0,1,8.806221856804648,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,0,0,0.25,1,2,1,0.31202922611226586,0.15495463338246132,0,74.76388888888889,2,0,1,7.205449561560643,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.3194444444444444,1,2,1,0.4582673621268844,0.2122155950626382,0,80.13260869565217,6,0,1,7.519719518716397,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,0,0,0.05555555555555555,1,0,1,-0.6468276429835875,0.022677551584377304,1,49.2375,1,0,0,5.288014473552139,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,0.9722222222222222,1,0,0,-1.4926823160681442,0.16509303610906412,0,20.482857142857142,1,1,0,7.268780745658128,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.05555555555555555,1,2,0,-0.467353566965646,0.0247040806927045,0,53.6375,2,0,0,5.373192901193144,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.2638888888888889,1,0,1,-0.6567984249845842,0.0996971720707443,0,45.57105263157895,1,1,0,6.764865951431896,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.25,1,0,0,0.43334040712439253,0.15643422991893885,0,75.47777777777777,3,0,1,7.2149458178219605,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,1,1,0,0.5277777777777778,1,0,1,0.6211234681431647,0.362374493367723,0,82.81973684210527,3,0,1,8.054570257703245,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,0,0,0,0.027777777777777776,1,2,1,0.28211688010927544,0.015089581798084012,1,65.525,2,1,1,4.883180638743141,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.6527777777777778,1,2,0,0.9983513871808745,0.5222745486366988,0,96.50744680851065,5,1,1,8.419988217623041,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,1,0.7222222222222222,1,0,0,-1.4843733310673135,0.12421126565954313,0,20.745192307692307,1,1,0,6.984484811840811,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.125,1,2,0,-0.1615829189350795,0.062453942520265295,0,60.266666666666666,3,0,0,6.297845696992248,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,0,0.3611111111111111,1,2,1,0.8421424691652587,0.26627556190125284,0,88.94423076923077,8,1,1,7.746538420389285,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,0.1111111111111111,1,0,1,-0.45572098796448335,0.04779039240972735,1,51.88125,2,0,0,6.030805445346439,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,0.611111111111111,1,0,1,0.20567421810163386,0.3742688375092115,0,73.87386363636364,5,0,1,8.086856329672903,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0.041666666666666664,0,1,0,-1.181926277037079,0.011341654384672072,0,32.833333333333336,1,0,0,4.600157644164547,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,0.027777777777777776,1,0,1,-0.6036209209792681,0.010121131171702286,0,43.95,1,1,0,4.487512142519859,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.125,1,2,1,0.684271754149477,0.08689319270449522,1,83.85,3,1,1,6.6275783060161295,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0,0.013888888888888888,1,2,1,0.35191235411625243,0.008676077745025794,1,75.35,2,0,1,4.335328031664641,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.3472222222222222,1,0,0,0.3170146171127639,0.22478928703021372,0,78.09,2,1,1,7.577249930876854,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,1,1,0,0.027777777777777776,1,0,1,0.1508349170961516,0.01770910095799558,0,76.9,1,0,1,5.042133961155627,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.5972222222222222,1,0,1,0.3469269631157543,0.3682986366985999,1,74.38604651162791,2,0,1,8.070781080974667,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,0.013888888888888888,1,0,0,-1.4577845790646555,0.002406503316138541,1,20.9,1,0,0,3.086486636822455,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,0.8055555555555555,1,2,1,0.9817334171792131,0.6459734248341931,0,96.72672413793103,5,0,1,8.632510968596284,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,1,0.8194444444444444,1,2,1,0.3884718881199074,0.5203919491525425,0,76.60169491525424,6,0,1,8.416377886177422,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
1,0,0,0,0.611111111111111,0,1,1,-0.357674964954682,0.28097941230655865,0,55.46022727272727,4,0,0,7.8002654821908886,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
1,0,0,0,0.9166666666666666,1,2,1,1.3124310202122718,0.7899548636698601,0,103.94848484848485,6,0,1,8.833695929676212,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,0,1,1,0.9444444444444444,1,0,0,-1.4893587220678117,0.15863347457627122,0,20.26029411764706,1,1,0,7.228896305177583,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.125,0,1,1,-1.3231790220511994,0.02190608879882093,0,21.13888888888889,0,0,0,5.253581472706645,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.2638888888888889,1,2,1,0.6643301901474837,0.19021163411938102,0,86.94473684210527,4,0,1,7.410316849329665,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,0.05555555555555555,1,0,0,-1.4960059100684764,0.009015751658069272,0,19.575,1,0,0,4.373238128640803,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.9722222222222222,1,2,1,1.624848856243503,0.9141546149594696,0,113.41785714285714,8,1,1,8.979700039891599,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0.013888888888888888,1,0,1,-0.6601220189849164,0.0051699521002210765,0,44.9,1,0,0,3.8264651170664994,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.1111111111111111,1,2,1,0.3485887601159204,0.06640337140751659,0,72.0875,2,0,1,6.35905470278722,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.736111111111111,1,2,0,-1.3348116010523623,0.14726879145173177,0,24.132075471698112,2,0,0,7.154615356913663,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,0,0,0.7083333333333333,1,2,0,-1.3215172250510334,0.14516166175386885,0,24.719607843137254,2,1,0,7.140215296933696,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.15277777777777776,1,0,0,-1.4561227820644893,0.03078366801768608,0,24.30454545454546,1,1,0,5.592292098622838,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.8333333333333333,1,2,1,1.5234792392333694,0.7584342759764188,0,109.78083333333333,7,0,1,8.792982322368012,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1,0,0,0,0.2361111111111111,1,0,1,-0.3078210549496983,0.10756148673544585,0,54.949999999999996,3,1,0,6.840706944229009,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,0.041666666666666664,1,0,1,-0.7132995229902325,0.014237518422991896,1,41.21666666666667,1,0,0,4.825509809969567,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,0.9722222222222222,1,0,1,1.4869197052297147,0.8675674742078114,1,107.63785714285714,7,1,1,8.927400371440925,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0.013888888888888888,1,0,0,-1.505976692069473,0.002239544952100221,0,19.45,1,0,0,3.017982882488811,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,0,0,0.5972222222222222,1,2,1,0.6676537841478158,0.41976787030213714,0,84.78139534883721,3,0,1,8.201550505605104,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0.2222222222222222,1,0,0,-1.5009913010689746,0.03620693625644805,0,19.653125,1,0,0,5.754000190816819,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.7916666666666666,1,0,0,-0.37595473195650925,0.35153371407516587,0,53.56140350877193,3,0,0,8.024207485778577,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,0,1,1,0.5138888888888888,1,0,0,-1.4943441130683104,0.07795804163596169,0,18.298648648648648,1,1,0,6.519221031533954,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,1.0,1,2,0,1.5733331492383529,0.9172289517317613,0,110.63819444444444,8,1,1,8.983057013472635,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0.15277777777777776,1,2,1,0.6659919871476498,0.10441806374355198,1,82.44090909090909,3,1,1,6.811079166716676,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,1,1,0,0.6944444444444444,1,2,1,1.0066603721817051,0.5629030029476788,1,97.774,5,0,1,8.494886230893696,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,1,0,0,0.06944444444444445,1,0,0,-0.47898614596680894,0.02731784266764923,1,47.45,2,0,0,5.473320542534312,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,0.013888888888888888,1,2,1,0.32698539911376057,0.008589719970523213,1,74.6,2,1,1,4.3254562831854875,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.2222222222222222,1,0,1,-1.4976677070686424,0.039425202652910836,1,21.4,1,0,0,5.838895948463375,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,1,0,0.027777777777777776,1,0,1,0.31369102311243185,0.0161316322770818,0,70.05,2,0,1,4.9494688588587685,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.2361111111111111,1,2,1,0.14086413509515497,0.12757921886514373,0,65.17647058823529,5,0,1,7.011213987350367,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0.2222222222222222,1,0,0,-1.5093002860698053,0.03403072033898306,0,18.471875,1,1,0,5.692215838284736,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.20833333333333331,1,0,1,-0.17653909193657447,0.1027830232129698,1,59.51,3,0,0,6.795314199636388,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.1388888888888889,1,0,1,-1.4943441130683104,0.02282723839351511,0,19.825,1,0,0,5.294560317670324,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,1,0.6388888888888888,1,0,1,1.3440051632154282,0.5553207903463524,1,104.8445652173913,6,1,1,8.481327643396213,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,0.8888888888888888,1,2,1,1.476948923228718,0.7762009487840826,0,105.33046875,7,1,1,8.816134144137433,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0.013888888888888888,1,2,1,0.47820892612887816,0.009113623802505529,0,79.15,3,0,1,4.383899879055562,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,0,1,1,0.3472222222222222,1,0,0,-0.3693075439558449,0.15607152726602802,0,54.218,3,0,0,7.212626271854599,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,0,1,1,0.986111111111111,1,0,0,1.1778254631988159,0.8300709285187916,0,101.53521126760563,6,1,1,8.883224230278994,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.1111111111111111,1,0,1,-0.6518130339840859,0.050478997789240976,1,54.8,1,0,0,6.08541015995051,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,1.0,1,0,1,1.4586691562268908,0.8896405213706707,0,107.31041666666667,7,1,1,8.952521262624083,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0.6805555555555555,0,1,0,-0.801374763999037,0.23843381540162126,0,42.26020408163265,2,1,0,7.636148939729152,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
1,0,1,1,0.40277777777777773,0,1,1,-0.31280644595019663,0.18848447862932943,0,56.44655172413793,5,1,0,7.401200738916591,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1.0,1,2,0,1.3572995392167568,0.8729619565217392,0,105.29861111111111,7,1,1,8.933598239562736,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0.4305555555555555,1,2,0,0.9651154471775519,0.347676400147384,1,97.40322580645162,5,0,1,8.013177659578796,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,0.6944444444444444,1,2,1,1.0282637331838649,0.5446009119380988,0,94.595,4,0,1,8.46183903128416,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,0,0.986111111111111,1,2,0,0.612814483142334,0.7053818165070008,0,86.2830985915493,7,0,1,8.720476833793706,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1,1,1,0,0.9722222222222222,1,2,0,0.8404806721650927,0.7292511053795137,0,90.47714285714285,8,1,1,8.753750376351865,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0.986111111111111,1,2,0,1.0930738161903437,0.7700637896094327,0,94.19507042253521,5,1,1,8.808197239990303,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0,1,1,0.8472222222222222,1,0,1,0.10928999209199854,0.47879628776713345,0,68.16803278688525,5,1,1,8.333090048539852,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.4444444444444444,1,0,1,1.044881703185526,0.36654845246868095,1,99.48125,4,0,1,8.066019167214423,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,1,0.013888888888888888,1,0,1,0.4931650991303729,0.009165438467207075,1,79.6,2,0,1,4.389498649512583,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0.9444444444444444,1,2,1,1.2409737492051283,0.8232026068533531,0,105.1375,6,1,1,8.87491658553894,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1,0,0,0,0.861111111111111,1,2,0,-1.3746947290563494,0.16461518975681655,0,23.058870967741935,2,1,0,7.265884165434008,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,1,0.09722222222222221,1,0,1,0.2089978121019659,0.05442266949152543,0,67.52142857142857,1,0,1,6.160468652321543,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.2777777777777778,1,2,1,0.6809481601491449,0.19971674649963156,1,86.725,3,0,1,7.4590508353018405,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,0.08333333333333333,1,0,0,-1.505976692069473,0.013068809874723657,0,18.916666666666668,1,0,0,4.740574822994295,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,0.4583333333333333,0,1,1,-0.17653909193657447,0.21700557295504794,0,57.11060606060607,5,1,0,7.54202786802895,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,1,0.38888888888888884,1,2,0,0.9119379431722362,0.29570629145173183,0,91.71964285714286,4,1,1,7.85133038388335,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0.375,1,0,0,-1.4926823160681442,0.054117538688282986,0,17.40740740740741,1,1,0,6.154858094016418,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.09722222222222221,1,0,0,-0.6933579589882389,0.032056005895357405,0,39.771428571428565,1,0,0,5.632644446822861,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.3611111111111111,1,2,1,0.5230774451333633,0.24051215917465002,1,80.33846153846154,3,0,1,7.644823646600011,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,1,0,0,0.06944444444444445,1,2,1,0.8321716871642622,0.05787122328666176,1,100.52000000000001,4,0,1,6.221782302170192,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,1,0,0,0.41666666666666663,1,2,1,0.8554368451665879,0.29889577192336036,0,86.52833333333334,4,1,1,7.862054451041998,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,0,0,0,0.875,1,2,0,0.8537750481664219,0.6707696204863671,0,92.46825396825396,4,1,1,8.670171756013318,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,0,0,0,0.013888888888888888,1,0,1,-0.46569176996548,0.005843542741341194,1,50.75,2,0,0,3.9464244321454784,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,1,0.736111111111111,1,2,1,0.6593447991469852,0.5123606761238025,0,83.95754716981132,7,0,1,8.400827900284972,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
